Time,SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Heat Mass Flow [kg/s],SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Heat Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Cool Mass Flow [kg/s],SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Sens Cool Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 1:Des Tot Cool Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Heat Mass Flow [kg/s],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Heat Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Cool Mass Flow [kg/s],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Sens Cool Cap [W],SYS_1_MAKE-UP AIR UNIT:DesPer 2:Des Tot Cool Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Heat Mass Flow [kg/s],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Heat Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Cool Mass Flow [kg/s],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Sens Cool Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 1:Des Tot Cool Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Heat Mass Flow [kg/s],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Heat Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Cool Mass Flow [kg/s],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Sens Cool Cap [W],SYS_4_PSZ_WILD_ST=CORRIDOR/TRANSITION AREA OTHER-SCH-G_FL=BUILDING STORY 10_SCH=G:DesPer 2:Des Tot Cool Cap [W],SYS_6_VAV WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],SYS_6_VAV WITH REHEAT:DesPer 1:Des Heat Cap [W],SYS_6_VAV WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],SYS_6_VAV WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],SYS_6_VAV WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],SYS_6_VAV WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],SYS_6_VAV WITH REHEAT:DesPer 2:Des Heat Cap [W],SYS_6_VAV WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],SYS_6_VAV WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],SYS_6_VAV WITH REHEAT:DesPer 2:Des Tot Cool Cap [W]
01:00:00,3.246499E+00,8.009531E+04,3.703783E+00,2.027625E+04,1.385955E+04,3.575196E+00,2.999793E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,6.863050E+03,3.327097E-01,2.125610E+03,1.704655E+03,3.197044E-01,2.421711E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,4.372921E-02,2.393942E+02,1.636346E+02,4.372921E-02,2.355274E+03,4.372921E-02,0.000000E+00,0.000000E+00
02:00:00,3.246499E+00,8.112619E+04,3.349893E+00,1.727518E+04,1.145625E+04,3.246499E+00,2.723997E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,6.951381E+03,2.943355E-01,1.613126E+03,1.149185E+03,2.781796E-01,2.334085E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,4.372921E-02,2.255087E+02,1.495489E+02,4.372921E-02,2.355274E+03,4.372921E-02,0.000000E+00,0.000000E+00
03:00:00,3.246499E+00,8.189934E+04,3.292378E+00,1.619449E+04,1.046420E+04,3.246499E+00,2.723997E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,7.017630E+03,2.785017E-01,1.371865E+03,8.881185E+02,2.781796E-01,2.334085E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,4.372921E-02,2.150945E+02,1.389850E+02,4.372921E-02,2.355274E+03,4.372921E-02,0.000000E+00,0.000000E+00
04:00:00,3.246499E+00,8.267250E+04,3.267913E+00,1.529590E+04,9.596994E+03,3.246499E+00,2.723997E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,7.083879E+03,2.781796E-01,1.302056E+03,8.169398E+02,2.781796E-01,2.334085E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,4.372921E-02,2.046803E+02,1.284211E+02,4.372921E-02,2.355274E+03,4.372921E-02,0.000000E+00,0.000000E+00
05:00:00,3.246499E+00,8.318794E+04,3.290587E+00,1.487959E+04,9.133667E+03,3.246499E+00,2.723997E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,7.128045E+03,2.781796E-01,1.257890E+03,7.721417E+02,2.781796E-01,2.334085E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,4.372921E-02,1.977375E+02,1.213789E+02,4.372921E-02,2.355274E+03,4.372921E-02,0.000000E+00,0.000000E+00
06:00:00,3.246499E+00,8.267250E+04,3.406529E+00,1.594470E+04,1.000407E+04,3.246499E+00,2.723997E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,7.083879E+03,2.835985E-01,1.361951E+03,8.855045E+02,2.781796E-01,2.334085E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,4.372921E-02,2.046803E+02,1.284211E+02,4.372921E-02,2.355274E+03,4.372921E-02,0.000000E+00,0.000000E+00
07:00:00,3.246499E+00,8.086847E+04,3.544718E+00,1.856127E+04,1.240801E+04,3.246862E+00,2.724302E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,6.929298E+03,3.077808E-01,1.783821E+03,1.349128E+03,2.781796E-01,2.334085E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,4.372921E-02,2.289801E+02,1.530707E+02,4.372921E-02,2.355274E+03,4.372921E-02,0.000000E+00,0.000000E+00
08:00:00,3.246499E+00,7.648723E+04,4.345767E+00,2.862054E+04,2.116101E+04,3.563915E+00,2.990327E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,6.553888E+03,3.496844E-01,2.622399E+03,2.259788E+03,3.361323E-01,2.459810E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,4.811220E-02,3.364395E+02,2.648266E+02,8.027544E-02,2.049200E+03,4.372921E-02,0.000000E+00,0.000000E+00
09:00:00,3.246499E+00,7.159056E+04,4.189117E+00,3.390729E+04,2.680753E+04,4.428398E+00,3.715678E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,6.134312E+03,3.675965E-01,3.239935E+03,2.901893E+03,5.319719E-01,2.881118E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,1.020829E-01,9.989368E+02,9.678798E+02,5.501172E-02,2.254405E+03,4.372921E-02,0.000000E+00,0.000000E+00
10:00:00,3.246499E+00,6.720933E+04,3.613896E+00,3.412841E+04,2.807368E+04,4.568980E+00,3.833634E+05,3.246499E+00,0.000000E+00,0.000000E+00,2.781796E-01,5.758901E+03,3.290584E-01,3.189390E+03,2.787064E+03,5.259894E-01,2.857011E+04,2.781796E-01,0.000000E+00,0.000000E+00,4.372921E-02,0.000000E+00,1.137324E-01,1.186690E+03,1.197468E+03,4.372921E-02,2.355274E+03,4.372921E-02,0.000000E+00,0.000000E+00
